8	2019-08-14 03:31:40.504	0.0000000	-0.0234375	0.6796875	0	
8	2019-08-14 03:31:40.524	-0.0078125	-0.0234375	0.6796875	0	
8	2019-08-14 03:31:40.544	-0.0078125	-0.0234375	0.6796875	0	
8	2019-08-14 03:31:40.564	-0.0078125	-0.0234375	0.6718750	0	
8	2019-08-14 03:31:40.584	-0.0078125	-0.0234375	0.6718750	0	
8	2019-08-14 03:31:40.604	-0.0078125	-0.0234375	0.6796875	0	
8	2019-08-14 03:31:40.624	-0.0078125	-0.0234375	0.6796875	0	
8	2019-08-14 03:31:40.651	-0.0156250	-0.0234375	0.6718750	0	
8	2019-08-14 03:31:40.671	0.0000000	-0.0234375	0.6796875	0	
8	2019-08-14 03:31:40.691	-0.0078125	-0.0234375	0.6796875	0	
8	2019-08-14 03:31:40.711	-0.0078125	-0.0234375	0.6796875	0	
8	2019-08-14 03:31:40.731	-0.0078125	-0.0234375	0.6718750	0	
8	2019-08-14 03:31:40.751	-0.0078125	-0.0234375	0.6640625	0	
8	2019-08-14 03:31:40.771	-0.0078125	-0.0234375	0.6796875	0	
8	2019-08-14 03:31:40.791	-0.0078125	-0.0234375	0.6796875	0	
8	2019-08-14 03:31:40.811	-0.0078125	-0.0234375	0.6718750	0	
8	2019-08-14 03:31:40.836	0.0000000	-0.0156250	0.6796875	0	
8	2019-08-14 03:31:40.856	-0.0078125	-0.0156250	0.6718750	0	
8	2019-08-14 03:31:40.876	-0.0078125	-0.0234375	0.6718750	0	
8	2019-08-14 03:31:40.896	0.0000000	-0.0312500	0.6796875	0	
8	2019-08-14 03:31:40.916	-0.0078125	-0.0156250	0.6640625	0	
8	2019-08-14 03:31:40.936	-0.0078125	-0.0234375	0.6796875	0	
8	2019-08-14 03:31:40.956	-0.0078125	-0.0234375	0.6796875	0	
8	2019-08-14 03:31:40.976	-0.0078125	-0.0234375	0.6796875	0	
8	2019-08-14 03:31:40.996	0.0000000	-0.0234375	0.6718750	0	
8	2019-08-14 03:31:41.016	-0.0078125	-0.0234375	0.6796875	0	
8	2019-08-14 03:31:41.036	-0.0078125	-0.0234375	0.6718750	0	
8	2019-08-14 03:31:41.056	0.0000000	-0.0156250	0.6718750	0	
8	2019-08-14 03:31:41.076	-0.0078125	-0.0234375	0.6796875	0	
8	2019-08-14 03:31:41.096	-0.0078125	-0.0156250	0.6796875	0	
8	2019-08-14 03:31:41.116	-0.0078125	-0.0156250	0.6796875	0	
8	2019-08-14 03:31:41.136	0.0000000	-0.0234375	0.6796875	0	
8	2019-08-14 03:31:41.156	0.0000000	-0.0156250	0.6718750	0	
8	2019-08-14 03:31:41.176	-0.0078125	-0.0234375	0.6718750	0	
8	2019-08-14 03:31:41.196	-0.0078125	-0.0234375	0.6875000	0	
